obesity_class,Methanobrevibacter,Methanosphaera,Acidobacteriaceae_unclassified,Actinomyces,Varibaculum,Rothia,Bifidobacterium,Gardnerella,Adlercreutzia,Atopobium,Collinsella,Coriobacteriaceae_noname,Eggerthella,Gordonibacter,Olsenella,Slackia,Bacteroides,Bacteroidales_noname,Barnesiella,Coprobacter,Odoribacter,Parabacteroides,Porphyromonas,Alloprevotella,Paraprevotella,Prevotella,Alistipes,Granulicatella,Enterococcus,Lactobacillus,Leuconostoc,Weissella,Lactococcus,Streptococcus,Clostridium,Anaerococcus,Parvimonas,Peptoniphilus,Clostridiales_noname,Flavonifractor,Pseudoflavonifractor,Eubacterium,Anaerostipes,Blautia,Butyrivibrio,Coprococcus,Dorea,Lachnospiraceae_noname,Roseburia,Oscillibacter,Peptostreptococcaceae_noname,Peptostreptococcus,Anaerotruncus,Faecalibacterium,Ruminococcaceae_noname,Ruminococcus,Subdoligranulum,Catenibacterium,Coprobacillus,Erysipelotrichaceae_noname,Holdemania,Solobacterium,Turicibacter,Acidaminococcaceae_unclassified,Acidaminococcus,Phascolarctobacterium,Dialister,Megasphaera,Mitsuokella,Veillonella,Fusobacterium,Leptotrichiaceae_unclassified,Burkholderiales_noname,Oxalobacter,Parasutterella,Sutterella,Sutterellaceae_unclassified,Neisseria,Bilophila,Desulfovibrio,Campylobacter,Helicobacter,Citrobacter,Enterobacter,Escherichia,Klebsiella,Providencia,Aggregatibacter,Haemophilus,Brachyspira,Treponema,Akkermansia,Entamoeba,Archaeoglobaceae_unclassified,Methanocaldococcaceae_unclassified,Granulicella,Tropheryma,Brevibacterium,Corynebacterium,Dermatophilaceae_unclassified,Propionibacteriaceae_unclassified,Propionibacterium,Alloscardovia,Parascardovia,Scardovia,Enterorhabdus,Desulfurobacteriaceae_unclassified,Marinilabiliaceae_unclassified,Butyricimonas,Dysgonomonas,Capnocytophaga,Cellulophaga,Riemerella,Pedobacter,Sphingobacterium,Candidatus_Saccharibacteria_noname,Candidatus_Saccharibacteria_noname_unclassified,Chlamydophila,Chlorobium,Mucispirillum,Deinococcus,Thermus,Alicyclobacillus,Gemella,Staphylococcus,Abiotrophia,Pediococcus,Butyricicoccus,Clostridiaceae_noname,Clostridiales_Family_XIII_Incertae_Sedis_unclassified,Clostridiales_Family_XI_Incertae_Sedis_noname,Finegoldia,Anaerofustis,Lachnoanaerobaculum,Marvinbryantia,Oribacterium,Stomatobaculum,Halobacteroidaceae_unclassified,Allobaculum,Bulleidia,Eggerthia,Anaeroglobus,Megamonas,Selenomonas,Asticcacaulis,Caulobacter,Bartonella,Bordetella,Burkholderia,Cupriavidus,Lautropia,Comamonas,Candidatus_Zinderia,Gallionellaceae_unclassified,Chromobacterium,Arcobacter,Succinatimonas,Pseudoalteromonadaceae_unclassified,Spiribacter,Enterobacteriaceae_noname,Hafnia,Pantoea,Proteus,Raoultella,Shigella,Yersinia,Hahellaceae_unclassified,Halomonas,Actinobacillus,Pasteurella,Acinetobacter,Pseudomonas,Sinobacteraceae_unclassified,Sphaerochaeta,Pyramidobacter,Synergistes,Candidatus_Phytoplasma,Spiroplasma,Aspergillaceae_unclassified,Penicillium,Naumovozyma,Saccharomyces,Saccharomycetaceae_unclassified,Schizosaccharomyces,Giardia
0,0.00727,0,0,0,0,0,0.76016,0,0,0,0.37978,0,0,0,0.00834,0,44.70868,0.31836,0.24058,0.01892,1.16467,6.17478,0,0,0,0,6.75914,0,0,0,0,0,0,0.0057,0.00459,0,0,0,0,0.00128,0.02489,4.56685,0.13387,1.55867,0.13112,1.08007,0.74149,0.34074,7.2557,0.4999,0.09948,0,0.04884,9.36336,0.03512,0.8876,5.586,0,0,1.06209,0.04023,0,0,0,0,3.17184,0,0,0.11857,0.00375,0,0,0.00883,0,0.00649,1.99803,0,0,0.00366,0.21647,0,0,0,0,0,0,0,0,0,0,0,0.23388,0,0,0,0.0231,0,0.01482,0,0,0,0,0,0,0,0,0,0,0.00537,0,0,0.11379,0,0,0,0,0,0,0,0,0.02512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03454,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00847,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.59405,0,0,0,0.126,0,0.09035,0.00566,0.00659,0,21.98069,2.93823,0,0,0.99478,1.76615,0,0,0,0,15.34812,0,0,0,0,0,0,0.309,0.04053,0,0,0,0,0.0174,0.02383,8.71515,0.0088,1.13585,2.41199,0.92976,0.27069,1.63405,1.54388,1.93771,0.013,0,1.29628,5.9635,0.05015,4.80883,14.80893,0,0,0.01267,0.03993,0,0,0,0,0,8.83781,0.02679,0.09174,0.29011,0,0,0,0,0,0,0.0418,0,0,0,0,0,0,0,0,0,0,0,0.04032,0,0,0.7177,0,0,0,0.0139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01141,0,0,0,0,0,0,0,0,0.10584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00369,7.95302,0,0.05867,0,1.38201,0,0,0,0.00338,0,21.48569,0.47765,1.32581,0,0.96763,3.31968,0,0,0,0,7.90232,0,0,0,0,0,0.03428,0.32462,2.33284,0,0,0,0,0.06465,0.00696,14.67869,0.03154,1.55068,0.07317,1.27925,1.80171,0.20765,1.10367,1.34442,0,0,0.22932,5.26926,0.00988,3.66927,6.78363,0,0,1.44278,0.02817,0,0,0.00572,0,0,10.04323,0.01821,0.01772,0.02433,0,0,0,0.04958,0,1.43102,0,0,0.15211,0.7852,0,0,0,0,0.097,0,0,0,0.05907,0,0,0.12853,0,0,0,0.01209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00657,0,0,0,0,0,0,0,0.01892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.19762,0,0,0,0,0.00232,4.64746,0,0.00558,0,0.27105,0,0,0.00935,0.01092,0,9.76881,0.86237,5.04616,0.01737,1.03761,1.14735,0,0,0.46345,0,14.22376,0,0,0,0,0,0,0.00075,1.50376,0,0,0,0,0.00044,0,12.64428,0.0612,1.33722,1.54706,4.91577,3.79544,0.77996,1.03704,0.21269,0.09753,0,0.3376,3.89154,0.00354,2.7033,22.24104,0,0,0.01001,0.09806,0,0,0.05542,0,0,3.02778,0,0.16861,0.04288,0,0,0.20378,0.05166,0.07174,0.02865,0,0,0.0308,0.13799,0,0,0,0,0.0119,0,0,0,0.1414,0,0,0.9737,0,0,0.0045,0.00575,0,0.01476,0,0,0,0,0,0,0,0,0,0,0.00256,0,0,0,0,0.01515,0.00514,0,0.00138,0,0,0,0.07503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00259,0.78668,0,0.00113,0,0.07864,0,0.00026,0.01886,0.00523,0,14.40242,1.11808,7.08678,0.03614,1.47098,0.93011,0,0,0,0,20.75739,0,0,0,0,0,0,0.02382,0.12132,0,0,0,0,0.00073,0.0027,6.61035,0.02757,1.16246,1.45249,7.16619,0.31473,0.94014,0.31973,0.19986,0.04592,0,0.21194,5.25397,0.00238,4.02729,18.8855,0,0,0.01008,0.01356,0,0,0.01492,0,0,3.9563,0,0.26125,0.06322,0,0,0.3071,0.02306,0.11063,0,0,0,0.0302,0.22681,0,0,0,0,0.0227,0,0,0.00566,0.26254,0,0,1.12063,0,0,0,0.01445,0,0,0,0,0,0,0,0,0,0,0,0,0.00428,0,0,0.00791,0.00746,0,0,0.00035,0,0,0,0,0.0576,0,0,0.00414,0,0,0,0,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00662,0,0,0,0.68988,0,0.0172,0,0.09832,0,0,0,0.00308,0,13.28988,0.26576,0.42793,0,0.52469,2.95136,0,0,2.87215,0,4.30699,0,0,0,0,0,0,0.01644,4.86319,0,0,0,0.00101,0,0.00682,5.65843,0.01798,1.39605,25.08614,0.33603,0.22072,0.37044,2.96408,0.15172,0.05175,0,0.0799,13.60888,0.00965,0.341,14.77185,0,0,0.01381,0.0213,0,0,0.01588,0,0,4.08603,0,0.0793,0.03451,0,0,0.05081,0,0.02158,0,0,0,0.18822,0.01564,0,0,0,0,0.017,0,0,0,0,0,0,0.00776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074,0,0.00911,0,0,0,0,0,0,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215,0,0,0
0,0,0,0,0,0,0,0,0,0.01423,0,0.22343,0,0,0,0.00905,0,14.01287,0.39499,0.35586,0.0159,0.45081,1.59415,0,0.01041,10.37862,16.14008,4.30221,0,0,0,0,0.02985,0,0.028,0.03384,0,0,0,0,0,0.04424,11.32207,0.03845,1.93817,0.17453,6.54006,0.35958,1.41596,4.50711,0.67217,0.02434,0,0.11665,7.73501,0.08092,1.3412,5.74802,0.52125,0,0.25551,0.08058,0,0,0,0,6.12114,0,0,0.03731,0.00689,0,0,0.00186,0,0.01208,1.31295,0,0,0.00999,1.0405,0,0,0,0,0,0,0,0,0,0,0,0.0959,0,0,0,0.00848,0,0,0,0,0,0,0,0,0,0,0,0,0.00335,0,0,0.02785,0,0.04415,0,0,0,0,0,0,0.00922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02536,0,0,0,0,0.08821,0,0,0.21962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01244,0,0,0,0,0,0,0,0,0,0.01261,0,0
1,0,0,0,0,0,0,0.78376,0,0,0,0.09225,0,0,0,0.00895,0,12.44152,0.18151,2.95211,0.12799,0.64954,5.63907,0,0,27.98737,0,8.25873,0,0,0,0,0,0,0.09639,5.46266,0,0,0,0,0.04926,0.15422,3.89824,0,9.881,0,0.13341,0.07645,0.59914,1.39304,2.68256,0.30175,0,0,1.16117,0.11691,2.63351,6.63003,0,0.71793,0.77071,0.06323,0,0,0,0,3.16481,0,0,0.01927,0.1995,0,0,0,0,0,0,0.16605,0,0.28854,0.13047,0,0,0,0,0.05159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.78836,0,0.00616,0,0.55242,0,0,0,0.01127,0,18.83821,0.22423,3.29371,0.26692,0.73568,3.01005,0,0,0,0,9.51762,0,0,0,0,0,0,0.04463,3.34274,0,0,0,0,0,0.0034,4.12384,0.04761,1.63617,0.05096,0.31417,0.63576,0.55939,0.71547,0.2479,0,0,0.33834,5.03434,0.00885,6.97723,33.9191,0,0.00603,0.74658,0.02048,0,0,0.02298,0,0,0.00241,0.05593,0.21572,0.00056,0,0,0.01633,0.06058,0.02459,0,0.01753,0,0.30311,0.53149,0,0,0,0,0,0,0,0,0,0.02607,0,1.69259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,0,0,0.01143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.36228,0,0.09468,0,0.10643,0,0,0,0,0,23.39476,0.51777,0.60202,0,0.5333,1.75652,0,0,0,25.42912,1.32048,0,0,0,0,0,0,0.02433,0,0,0,0,0,0,0,1.22364,0.00566,1.84508,0.01801,0.82473,0.55758,0.32013,5.78441,0.21425,0,0,0,7.006,0,1.59331,5.472,0,0,0,0.01547,0,0,0,0,0,17.27785,0,0.01745,0.00128,0,0,0.00193,0,0.02538,3.4349,0,0,0.19611,0,0,0,0,0,0,0,0,0,0.00567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01745,0,0,0,0,0,0,0,0,0,0,0,0
0,0.07591,0,0,0,0,0,0.11715,0,0,0,0,0,0,0,0,0,25.32219,0.72252,0,0,1.48516,2.31356,0,0,0,0,12.22737,0,0,0.00548,0,0,0,0.01272,0,0,0,0,0,0,0.00354,28.8778,0.00552,0.89953,0.15191,3.7368,1.48581,0.20494,2.2721,0.10625,0.07513,0,0.26263,1.87745,0.00648,0.66727,10.32086,0,0,1.24907,0.01494,0,0,0,0,0,4.04307,0.02322,0.02558,0.04549,0,0,0.02315,0,0.01241,0.94457,0,0,0.28115,0,0,0,0,0,0.00417,0,0,0,0,0,0,0.031,0,0,0,0.00872,0,0,0,0,0,0,0,0,0,0,0,0,0.01077,0,0,0.01432,0,0.02281,0,0,0,0,0,0,0.00949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.16507,0,0,0,0,0,0.33643,0,0,0,0.12069,0,0,0,0.01318,0,14.05969,0.07531,0.4238,0.01111,0.40259,1.35275,0,0,0.7458,0,5.96865,0,0,0.14848,0,0,0.09444,0.07618,3.24968,0,0,0,0,0,0.01387,15.17679,0.00413,0.67761,3.34369,6.17205,1.48681,1.97703,1.81418,0.29831,0.13235,0,0.05567,5.03178,0.03519,4.22948,22.04899,0,0,0.05724,0,0,0,0,0.90456,0,4.50771,1.19668,0.33804,0.00254,0,0,0.10403,0,0.1002,1.61997,0,0,0.59687,0.5148,0,0,0,0,0.24995,0,0,0,0.05412,0,0,0,0,0,0,0.01153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.29592,0,0,0,0,0,2.20171,0,0,0,0.95771,0,0,0,0.10232,0,0.57905,0.01708,0.00723,0,0.0174,1.05483,0,0,0.09084,8.88135,0.39287,0,0,0.13551,0,0,0.00852,0.08382,0.01849,0,0,0,0,0,0,21.38612,0.03093,1.85286,9.34494,1.16963,1.9164,1.95025,1.36435,0.21341,0.02243,0,0.55675,8.50012,0.00528,6.31045,22.53371,1.87711,0,1.40413,0.02021,0,0,0,0.32264,0.68838,0.02888,0.66939,2.22298,0.12509,0,0,0,0.02282,0,0.06363,0.26457,0,0.003,0.20695,0,0,0,0,0.03961,0,0,0,0.01845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01138,0,0,0
0,0.10813,0,0,0,0,0,1.63577,0,0.03958,0,0.12874,0,0.00553,0,0.00148,0,11.06335,0,0,0,0.34525,0.02573,0,0,0,0.00857,14.35379,0,0,0.00045,0,0,0,0.01782,0.03233,0,0,0,0.01525,0,0.02963,11.09779,0.01884,1.08058,2.36024,2.66873,0.11045,0.44492,2.31892,0.09196,0.03086,0,0.28989,6.87971,0.00504,1.0999,28.30498,0,0.15887,0.00161,0.05205,0,0,0,0,1.94143,0,0,0.06908,0.00593,0,0,0.02092,0,0.01897,2.79481,0,0,0,0,0,0,0,0,0.98345,0,0,0,0.01962,0,0,9.25053,0,0,0,0.01178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967,0,0,0,0,0,0,0,0,0.03843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00864,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0.00343,0.617,0,0,0,0.42891,0,0,0,0.01044,0,36.32094,0.17904,0.60602,0,0.36281,1.77053,0,0.00903,1.73141,0.02808,4.9783,0.0032,0,0,0,0,0,0.15231,0.02658,0,0,0,0,0.00217,0.02128,7.16237,0.00929,2.15543,6.8629,6.92772,0.69657,0.20876,6.1912,0.3691,0.03337,0,0.15972,7.53871,0.02053,0.36383,5.98965,0,0,0.55673,0.05222,0,0,0.03993,0,0,4.91111,0,0.0767,0.05148,0,0,0,0.027,0.01269,1.78132,0,0,0.00292,0.0287,0,0,0,0,0,0,0,0.00309,0.31836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144,0,0,0,0,0.02466,0,0,0,0,0,0,0.01896,0,0,0,0,0,0,0.00354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00665,0.01738,0,0,0,0,0.09068,0,0,0.0193,0,0,0,0,0,0,0,0,0,0,0,0.01451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.16244,0,0,0,0.20753,0,0,0,0.00158,0.00292,16.5836,0.56435,2.91356,0.01824,0.46783,7.60243,0,0.07565,22.74826,0,7.67076,0,0,0,0,0,0,0.007,0.11571,0,0,0,0,0.12406,0.0492,8.51705,0.02283,0.69983,0.03801,0.94264,0.2816,0.4374,0.96609,1.62611,0.0721,0,0.1005,3.59048,0.01765,2.20083,3.2982,0.32933,0,0.01081,0.04747,0,0,0.55484,3.64418,0,9.95431,0.02344,0.03683,0,0,0,0,0,0.0082,2.21963,0,0,0.62072,0.01838,0,0,0,0,0,0,0,0,0,0,0,0.09321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0,0.00759,0.19587,0,0.01543,0.00297,0,0,0,0,0,0.0478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01877,0,0,0.01086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00921,0,0,0,0,0,0,0,0,0,0,0,0
0,0.04619,0,0,0,0,0,0.47,0,0.06305,0,0.26735,0,0,0.01143,0.00573,0,27.82018,0.30636,2.41127,0.0236,0.93923,5.00398,0,0,1.90936,0,9.65525,0.00147,0,0.0023,0,0,0,0.3178,0.22407,0,0,0,0,0.00465,0.01278,6.36502,0.09244,2.31069,0.17655,0.36279,0.68698,1.27579,10.54952,0.81071,0,0,0.12163,7.16545,0.01361,1.33732,10.88836,0,0,0.00294,0.05738,0,0,0,0,3.03859,0,0,0.07438,0.01168,0,0,0,0.01091,0.00303,3.22935,0,0,0.05284,0.34178,0,0,0,0,0.27851,0,0,0,0,0,0,1.14845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032,0,0,0.04996,0,0,0,0,0,0,0.00421,0,0.02758,0,0,0.00092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078,0,0,0
1,0.00352,0,0,0,0,0,1.81086,0,0.06785,0,0.53912,0,0,0,0.00361,0,12.56667,0.20279,6.86881,0,0.57722,4.12136,0,0,2.36304,0.00484,4.14042,0.00345,0,0,0,0,0,0.04776,0.06311,0,0,0,0,0.02345,0.00935,28.6533,0.01707,1.78156,4.67262,1.6014,1.5144,0.13188,1.81469,0.18177,0.10073,0,0.3418,4.23985,0.0079,2.56554,9.10718,0,0,1.9759,0.00908,0,0.02813,0,0,3.6104,0,0,0.07718,0.04054,0,0,0.01966,0.0076,0.01335,1.84637,0,0,0.0283,0,0,0,0,0,0.41354,0,0,0,0.00804,0,0,1.73676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116,0,0,0,0,0,0.00271,0,0,0,0,0,0.00636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01234,0,0,0,0,0,0,0.00506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858,0,0,0,0,0,0,0,0,0,0,0,0
0,0.61713,0.02804,0,0,0,0,0.91705,0,0.13329,0,0.0026,0,0.00855,0,0.0029,0,11.26243,0,0,0,1.59196,1.56241,0,0,0,0,6.04238,0,0,0,0,0,0,0.01039,0.07069,0,0,0,1.02295,0,0.01963,5.17202,0.00774,0.74782,3.58889,1.09972,1.50308,0.43247,0.57779,0.25998,0.05447,0,0.6051,16.62294,0.0212,0.57016,22.00469,0,0,1.25276,0.10005,0,0,0,0,4.51456,0,0,0.13913,0.12889,0,0,0,0.26889,0,0.00045,0.53273,0,0.1441,0.04794,0,0,0,0,0.06262,0,0,0,0.00237,0,0,16.07554,0,0,0.00743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03096,0,0,0,0,0,0,0,0.13111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0.00246,0,0.08081,0,0,0,0,0,55.86882,0,11.17663,0,0,0.81143,0,0.00393,0,0.0248,4.1276,0,0,0,0,0,0,0.04224,0.69323,0,0,0,0.01759,0.019,0.0259,2.79897,0.04117,0.4522,0.05875,0.00134,0.04249,0.12184,0.78859,0.32887,0.14489,0.00316,0.02462,3.47025,0,0.63723,9.80279,0,0.00122,0.00189,0.08941,0,0,0,0,0,6.61709,0.01546,0.03985,0.17325,0.00271,0,0,0,0,0,0,0,0.32185,0.01236,0,0,0,0,0.25255,0,0,0.00544,0.73392,0,0,0,0,0,0,0.01553,0,0,0,0,0,0.00332,0,0,0,0,0,0.0006,0,0,0,0.03187,0,0.04627,0,0,0,0,0,0,0.01689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1.28593,0.03736,0.1981,0.0259,1.70073,0,0.00638,0,0,0,7.61281,3.17195,6.75087,0.43098,0.74507,2.27725,0.04612,0,0,0.11288,7.60992,0,0,0,0,0,0,0.00306,0.46407,0.00361,0.20483,0.02243,0.00985,0.00458,0.02529,3.46862,0.21063,3.63571,0.01807,1.98788,1.60225,2.27792,1.37988,0.82882,0.017,0.04779,0.17918,10.96902,0.05314,25.51863,4.49448,0,0.00221,0.03409,0.09406,0.05368,0,0.04918,0.49046,0,5.95237,0,0.01737,0.00069,0.31259,0,0.04716,0.04414,0.09122,2.49103,0,0,0.6181,0.04206,0,0,0,0,0.12681,0,0,0,0,0,0,0,0,0,0,0,0,0.00955,0,0,0,0,0,0,0,0,0,0,0.00265,0,0,0,0,0,0,0,0,0,0,0,0.00644,0,0,0.0092,0,0,0,0.00181,0.04399,0.00759,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00887,0,0
1,0.18232,0,0,0,0,0,0.25503,0,0,0,0.25463,0,0,0,0.03936,0,4.07228,0.12392,0.21459,0.03415,0.77868,2.88508,0,0.03255,0.87648,27.65246,0.72991,0,0,0.02986,0,0,0,0.04316,3.16215,0,0,0,0,0,0.00928,6.21087,0.04124,1.70506,10.23171,6.04045,0.89821,1.23508,3.41281,0.19017,0.04248,0,0.31576,5.14272,0.04062,0.79547,18.60289,0,0,0.98343,0.00291,0,0,0,0.64812,0.11868,0.01088,0.02828,1.12827,0.00764,0,0,0,0.03914,0,0.08775,0.18676,0,0.02569,0.03788,0,0,0,0,0,0,0,0,0,0.24806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,0,0,0,0,0.04033,0,0,0,0,0,0,0.03218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176,0,0,0,0,0,0,0,0,0,0,0.06636,0,0,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.50411,0,0.00058,0,0.13426,0,0,0,0.00526,0,8.42968,0.4796,1.17762,0,0.68309,3.80487,0,0,0,38.73223,9.26125,0,0,0,0,0,0,0.12983,0.01751,0,0,0,0,0.00076,0.00804,1.43502,0.08512,0.97975,0.08767,2.76162,0.40843,0.42974,3.2187,0.38237,0,0.0012,0.16961,9.34068,0.01966,0.74348,5.43633,0,0,0,0.01817,0,0,0.00476,0,0,8.83865,0.02839,0.11074,0.01862,0,0,0.00333,0.00094,0.02292,1.10274,0,0,0.21936,0.00415,0,0,0,0,0,0,0,0,0.01754,0,0,0.64025,0,0,0,0.02014,0,0,0,0,0,0,0,0,0,0,0,0,0.00147,0,0,0.00827,0,0,0,0,0,0,0,0,0.02738,0,0,0,0,0,0,0.00248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01705,0.00738,0,0,0,0,0,0,0,0,0.00095,0,0,0
